Departamento,Año,Compraventa,Hipotecas,Cancelaciones de Hipotecas,Vivienda de InterÃ©s Social,Vivienda de InterÃ©s Prioritario,Vivienda de InterÃ©s Prioritario para Ahorradores,Sucesiones,Permutas,Otras  - Bien Inmueble,Contratos por Arrendamientos,Fiducia Mercantil,Leasing,ConstituciÃ³n de Sociedades,LiquidaciÃ³n de Sociedades,Reforma de Sociedad Comercial,Matrimonios Civiles,Matrimonios Civiles entre Personas del Mismo Sexo,Divorcios,Disoluciones de Uniones Maritales de Hecho,Disoluciones y/o Liquidaciones de sociedades conyugales,Correcciones del Registro Civil,Cambios de Nombre,LegitimaciÃ³n de Hijos,Capitulaciones Matrimoniales,Uniones entre Personas del Mismo Sexo,Actas de Comparecencia,Autenticaciones,Declaraciones Extra Juicio,Declaraciones de Supervivencia,Conciliaciones,Remates de Inmuebles,Copias del Registro Civil,Registros Civiles de Nacimiento,Registros Civiles de Matrimonio,Registros Civiles de DefunciÃ³n,CorrecciÃ³n del componente Sexo de Masculino a Femenino,Procedimientos Sobre Insolvencia EconÃ³mica
Guainía,2025,147.0,8.0,21.0,1.0,0.0,0.0,7.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,7.0,4.0,0.0,5.0,11.0,0.0,3.0,0.0,1.0,17064.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guainía,2026,20.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,5134.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guaviare,2021,1332.0,76.0,111.0,6.0,1.0,0.0,54.0,0.0,145.0,0.0,0.0,0.0,5.0,1.0,8.0,94.0,0.0,19.0,1.0,35.0,43.0,15.0,1.0,1.0,0.0,12.0,112834.0,2238.0,0.0,0.0,0.0,662.0,107.0,144.0,256.0,1.0,0.0
Guaviare,2022,1208.0,35.0,110.0,2.0,0.0,0.0,45.0,3.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,24.0,2.0,15.0,42.0,18.0,0.0,3.0,0.0,6.0,131103.0,1836.0,0.0,0.0,0.0,463.0,75.0,186.0,93.0,0.0,0.0
Guaviare,2023,940.0,29.0,66.0,0.0,0.0,0.0,0.0,0.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,28.0,0.0,1.0,36.0,19.0,0.0,15.0,0.0,6.0,138081.0,2117.0,0.0,0.0,0.0,273.0,30.0,130.0,118.0,0.0,0.0
Guaviare,2024,951.0,28.0,81.0,1.0,0.0,0.0,56.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,22.0,1.0,14.0,35.0,19.0,0.0,12.0,0.0,29.0,85806.0,2244.0,0.0,0.0,0.0,357.0,20.0,103.0,157.0,0.0,0.0
Guaviare,2025,1277.0,22.0,69.0,0.0,121.0,0.0,54.0,0.0,211.0,0.0,3.0,0.0,0.0,4.0,3.0,97.0,0.0,31.0,0.0,5.0,47.0,21.0,4.0,5.0,1.0,245.0,109517.0,2206.0,0.0,0.0,0.0,445.0,49.0,127.0,105.0,0.0,0.0
Guaviare,2026,259.0,10.0,26.0,4.0,0.0,0.0,15.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,2.0,1.0,14.0,2.0,0.0,1.0,0.0,69.0,21169.0,826.0,0.0,0.0,0.0,166.0,12.0,40.0,6.0,0.0,0.0
Huila,2021,18939.0,1899.0,2337.0,220.0,719.0,44.0,1554.0,40.0,5514.0,22.0,11.0,159.0,3.0,36.0,39.0,1595.0,11.0,651.0,77.0,489.0,1490.0,507.0,36.0,55.0,4.0,224.0,420944.0,27467.0,2.0,24.0,0.0,64266.0,4757.0,2174.0,3985.0,7.0,1.0
Huila,2022,20513.0,1787.0,2259.0,1079.0,891.0,66.0,1730.0,18.0,6433.0,1.0,5.0,92.0,4.0,29.0,30.0,1954.0,21.0,715.0,86.0,569.0,1810.0,590.0,29.0,45.0,6.0,231.0,499058.0,25490.0,16.0,10.0,0.0,63508.0,4966.0,2276.0,3013.0,16.0,0.0
Huila,2023,18031.0,1481.0,1745.0,1249.0,1002.0,113.0,1478.0,86.0,5494.0,8.0,5.0,65.0,3.0,6.0,30.0,1783.0,22.0,626.0,91.0,571.0,1988.0,490.0,6.0,47.0,1.0,342.0,486022.0,25610.0,6.0,23.0,0.0,62351.0,3190.0,2140.0,2827.0,21.0,0.0
Huila,2024,19704.0,1609.0,1829.0,1370.0,395.0,67.0,1557.0,48.0,6123.0,7.0,5.0,72.0,2.0,5.0,39.0,1730.0,13.0,669.0,80.0,565.0,2107.0,508.0,5.0,46.0,1.0,359.0,496967.0,29800.0,5.0,16.0,0.0,63011.0,3817.0,1965.0,3592.0,4.0,10.0
Huila,2025,23053.0,1270.0,2041.0,836.0,300.0,42.0,1826.0,31.0,5744.0,7.0,3.0,101.0,2.0,5.0,24.0,1536.0,19.0,703.0,79.0,659.0,2029.0,519.0,5.0,44.0,4.0,494.0,563186.0,33421.0,7.0,10.0,0.0,64155.0,3179.0,1694.0,3535.0,8.0,5.0
Huila,2026,4597.0,189.0,376.0,122.0,22.0,61.0,201.0,8.0,794.0,1.0,2.0,10.0,0.0,0.0,14.0,346.0,2.0,171.0,12.0,110.0,442.0,118.0,0.0,8.0,0.0,47.0,128034.0,11583.0,0.0,3.0,0.0,11083.0,449.0,345.0,160.0,1.0,0.0
La Guajira,2021,4053.0,144.0,313.0,103.0,290.0,14.0,213.0,8.0,989.0,6.0,5.0,12.0,1.0,12.0,20.0,532.0,0.0,86.0,13.0,57.0,471.0,220.0,12.0,3.0,1.0,49.0,64733.0,6610.0,0.0,0.0,0.0,8165.0,6386.0,1008.0,1766.0,8.0,0.0
La Guajira,2022,4410.0,206.0,285.0,123.0,195.0,315.0,268.0,0.0,1429.0,3.0,5.0,12.0,2.0,7.0,15.0,600.0,1.0,93.0,7.0,96.0,662.0,206.0,7.0,3.0,0.0,72.0,70184.0,6806.0,0.0,0.0,0.0,7129.0,5405.0,1116.0,1331.0,3.0,0.0
La Guajira,2023,3947.0,167.0,251.0,112.0,67.0,83.0,277.0,0.0,1255.0,2.0,0.0,9.0,3.0,7.0,21.0,628.0,2.0,125.0,4.0,60.0,688.0,208.0,7.0,2.0,0.0,55.0,69244.0,6854.0,0.0,0.0,0.0,7515.0,5123.0,1059.0,1069.0,8.0,0.0
La Guajira,2024,3497.0,158.0,318.0,137.0,50.0,315.0,281.0,8.0,950.0,6.0,2.0,3.0,3.0,2.0,31.0,689.0,4.0,139.0,7.0,47.0,662.0,170.0,2.0,5.0,6.0,56.0,73394.0,7038.0,0.0,34.0,0.0,8732.0,3259.0,889.0,965.0,7.0,3.0
La Guajira,2025,4242.0,153.0,328.0,97.0,21.0,75.0,255.0,2.0,1042.0,1.0,4.0,3.0,2.0,7.0,18.0,732.0,2.0,139.0,12.0,55.0,607.0,188.0,7.0,6.0,0.0,82.0,76065.0,6736.0,0.0,1.0,0.0,8130.0,2977.0,921.0,1169.0,7.0,0.0
La Guajira,2026,796.0,32.0,68.0,25.0,1.0,0.0,56.0,1.0,191.0,0.0,0.0,0.0,0.0,1.0,2.0,204.0,2.0,33.0,4.0,6.0,172.0,56.0,1.0,1.0,1.0,13.0,21288.0,1801.0,0.0,0.0,0.0,1746.0,713.0,233.0,275.0,3.0,0.0
Magdalena,2021,5838.0,509.0,805.0,222.0,324.0,84.0,592.0,12.0,3933.0,3.0,31.0,193.0,11.0,78.0,55.0,1494.0,2.0,262.0,15.0,95.0,603.0,141.0,78.0,17.0,1.0,22.0,202066.0,15214.0,6.0,2.0,1.0,21107.0,8970.0,2562.0,1418.0,8.0,0.0
Magdalena,2022,5969.0,506.0,829.0,701.0,56.0,43.0,721.0,8.0,4473.0,4.0,12.0,301.0,3.0,41.0,56.0,1836.0,2.0,246.0,13.0,129.0,835.0,175.0,41.0,18.0,0.0,65.0,245340.0,18793.0,3.0,2.0,0.0,24660.0,7865.0,2712.0,898.0,10.0,1.0
Magdalena,2023,5379.0,502.0,615.0,1436.0,0.0,31.0,570.0,11.0,4142.0,3.0,16.0,410.0,8.0,45.0,36.0,1690.0,7.0,234.0,11.0,168.0,751.0,138.0,45.0,34.0,2.0,178.0,239675.0,18037.0,0.0,4.0,0.0,23790.0,5986.0,2342.0,752.0,10.0,0.0
Magdalena,2024,6820.0,541.0,704.0,451.0,44.0,19.0,686.0,16.0,4560.0,5.0,162.0,406.0,8.0,33.0,47.0,1790.0,7.0,286.0,19.0,175.0,1024.0,191.0,33.0,24.0,1.0,278.0,270633.0,20330.0,7.0,2.0,11.0,27647.0,5510.0,2591.0,781.0,6.0,6.0
Magdalena,2025,8305.0,523.0,957.0,721.0,49.0,3.0,736.0,19.0,3085.0,4.0,14.0,620.0,7.0,101.0,40.0,2049.0,4.0,257.0,20.0,238.0,985.0,191.0,101.0,24.0,2.0,319.0,272329.0,20565.0,3.0,5.0,0.0,28271.0,5625.0,2561.0,931.0,12.0,4.0
Magdalena,2026,1000.0,33.0,151.0,96.0,2.0,0.0,63.0,0.0,259.0,9.0,1.0,1.0,1.0,7.0,2.0,194.0,1.0,30.0,1.0,27.0,151.0,31.0,7.0,5.0,0.0,24.0,95452.0,3234.0,0.0,0.0,0.0,3027.0,708.0,391.0,100.0,0.0,2.0
Meta,2021,16299.0,680.0,1602.0,1526.0,3.0,0.0,949.0,15.0,3427.0,11.0,26.0,88.0,8.0,25.0,59.0,1107.0,9.0,321.0,42.0,376.0,687.0,222.0,25.0,49.0,0.0,303.0,779237.0,24857.0,37.0,14.0,0.0,30460.0,4609.0,1531.0,3657.0,1.0,0.0
Meta,2022,16514.0,536.0,1616.0,2090.0,30.0,0.0,1197.0,17.0,2425.0,18.0,6.0,37.0,6.0,50.0,56.0,1453.0,8.0,387.0,35.0,287.0,1124.0,235.0,50.0,46.0,4.0,954.0,972457.0,22675.0,7.0,5.0,0.0,29936.0,4276.0,1955.0,2064.0,1.0,0.0
Meta,2023,17953.0,572.0,1620.0,1504.0,10.0,2.0,1455.0,6.0,2790.0,2.0,5.0,30.0,7.0,75.0,38.0,1812.0,15.0,369.0,23.0,417.0,1336.0,222.0,75.0,57.0,4.0,917.0,904681.0,33601.0,3.0,11.0,0.0,33650.0,4856.0,2397.0,4152.0,6.0,0.0
Meta,2024,19384.0,577.0,1656.0,1966.0,2.0,0.0,1288.0,32.0,4262.0,10.0,3.0,32.0,34.0,116.0,32.0,1712.0,11.0,396.0,32.0,390.0,1503.0,186.0,116.0,50.0,0.0,521.0,953059.0,32421.0,47.0,2.0,0.0,33279.0,5759.0,2282.0,4884.0,2.0,0.0
Meta,2025,23855.0,613.0,1691.0,1416.0,40.0,0.0,1268.0,11.0,3868.0,0.0,15.0,140.0,8.0,177.0,36.0,1604.0,14.0,419.0,27.0,466.0,1530.0,242.0,177.0,70.0,2.0,981.0,1145501.0,40083.0,11.0,0.0,0.0,39545.0,3519.0,1981.0,4776.0,4.0,0.0
Meta,2026,4281.0,336.0,717.0,326.0,12.0,1.0,105.0,4.0,1761.0,0.0,0.0,28.0,1.0,11.0,5.0,362.0,6.0,131.0,15.0,135.0,301.0,75.0,11.0,11.0,0.0,62.0,366756.0,11305.0,5.0,1.0,0.0,10469.0,886.0,479.0,1025.0,3.0,41.0
Nariño,2021,20458.0,1348.0,3213.0,578.0,22.0,14.0,1974.0,17.0,5388.0,1.0,31.0,146.0,8.0,14.0,30.0,1036.0,5.0,533.0,35.0,490.0,1029.0,709.0,14.0,27.0,7.0,416.0,257851.0,16622.0,1.0,16.0,0.0,53242.0,20081.0,3415.0,7670.0,3.0,35.0
Nariño,2022,19515.0,1419.0,2764.0,507.0,325.0,0.0,1944.0,12.0,5871.0,7.0,32.0,139.0,5.0,23.0,25.0,1113.0,9.0,505.0,39.0,612.0,1357.0,756.0,23.0,46.0,0.0,555.0,265733.0,19964.0,7.0,360.0,6.0,52808.0,19772.0,3291.0,6591.0,11.0,54.0
Nariño,2023,17062.0,1578.0,2263.0,1062.0,53.0,0.0,1666.0,12.0,5496.0,3.0,28.0,121.0,5.0,15.0,15.0,1017.0,4.0,371.0,51.0,731.0,1333.0,767.0,15.0,31.0,0.0,1051.0,293129.0,19874.0,7.0,11.0,5.0,50188.0,16403.0,3095.0,6554.0,9.0,51.0
Nariño,2024,18229.0,1855.0,2325.0,1052.0,156.0,6.0,1479.0,13.0,4511.0,3.0,31.0,148.0,4.0,10.0,14.0,982.0,11.0,367.0,57.0,738.0,1435.0,766.0,10.0,22.0,8.0,822.0,314949.0,23042.0,0.0,0.0,1.0,50244.0,16523.0,2891.0,5566.0,17.0,7.0
Nariño,2025,19141.0,1699.0,2506.0,821.0,42.0,1.0,1629.0,12.0,4382.0,9.0,40.0,117.0,6.0,32.0,31.0,1027.0,12.0,421.0,69.0,702.0,1261.0,742.0,32.0,34.0,10.0,1136.0,384645.0,26585.0,10.0,0.0,5.0,54142.0,16528.0,3371.0,5775.0,11.0,23.0
Nariño,2026,4103.0,409.0,2094.0,48.0,6.0,0.0,227.0,3.0,1144.0,10.0,1.0,6.0,1.0,1.0,2.0,228.0,3.0,83.0,13.0,124.0,333.0,285.0,1.0,8.0,2.0,120.0,116695.0,7271.0,0.0,0.0,1.0,12795.0,4734.0,1257.0,2224.0,2.0,2.0
Norte De Santander,2021,18038.0,2573.0,3884.0,2605.0,352.0,31.0,2181.0,58.0,9516.0,5.0,208.0,175.0,3.0,29.0,73.0,1948.0,20.0,698.0,88.0,614.0,1065.0,346.0,29.0,86.0,1.0,278.0,441199.0,33890.0,50.0,132.0,9.0,75799.0,17470.0,3804.0,10222.0,8.0,12.0
Norte De Santander,2022,18118.0,2399.0,3469.0,2789.0,209.0,17.0,2206.0,18.0,9230.0,15.0,286.0,228.0,7.0,52.0,64.0,1966.0,24.0,673.0,86.0,595.0,1284.0,315.0,52.0,89.0,4.0,353.0,501076.0,32211.0,170.0,21.0,0.0,76865.0,16260.0,3635.0,8005.0,10.0,4.0
Norte De Santander,2023,15826.0,2119.0,2694.0,2578.0,479.0,3.0,1961.0,12.0,8633.0,22.0,302.0,218.0,4.0,72.0,45.0,2222.0,35.0,696.0,96.0,587.0,1575.0,329.0,72.0,57.0,7.0,584.0,525594.0,32733.0,98.0,22.0,0.0,74132.0,16505.0,3792.0,8015.0,8.0,1.0
Norte De Santander,2024,17538.0,1751.0,2299.0,2220.0,319.0,9.0,1808.0,26.0,7766.0,6.0,286.0,199.0,4.0,27.0,51.0,2191.0,36.0,796.0,110.0,688.0,1610.0,324.0,27.0,89.0,8.0,265.0,497756.0,36083.0,69.0,29.0,0.0,68360.0,14801.0,3859.0,8588.0,7.0,1.0
Norte De Santander,2025,20591.0,1676.0,2311.0,1480.0,214.0,12.0,2337.0,17.0,9138.0,0.0,321.0,217.0,5.0,23.0,56.0,1879.0,48.0,760.0,91.0,883.0,1657.0,338.0,23.0,93.0,6.0,550.0,543893.0,41676.0,61.0,21.0,0.0,66284.0,11445.0,3629.0,8504.0,37.0,4.0
Norte De Santander,2026,4546.0,369.0,547.0,348.0,64.0,10.0,343.0,4.0,1971.0,1.0,13.0,70.0,1.0,7.0,25.0,383.0,14.0,176.0,19.0,137.0,440.0,93.0,7.0,15.0,1.0,111.0,172067.0,11445.0,0.0,1.0,0.0,22231.0,3675.0,934.0,2224.0,3.0,69.0
Putumayo,2021,3118.0,148.0,283.0,3.0,0.0,0.0,217.0,0.0,1129.0,10.0,7.0,2.0,3.0,15.0,4.0,405.0,1.0,96.0,5.0,28.0,221.0,104.0,15.0,4.0,1.0,33.0,37905.0,5678.0,20.0,3.0,0.0,646.0,605.0,413.0,313.0,0.0,0.0
Putumayo,2022,2558.0,127.0,253.0,6.0,0.0,0.0,221.0,0.0,950.0,1.0,1.0,0.0,0.0,16.0,5.0,379.0,1.0,82.0,16.0,38.0,248.0,103.0,16.0,2.0,0.0,19.0,27227.0,5883.0,153.0,2.0,0.0,734.0,430.0,359.0,130.0,1.0,1.0
Putumayo,2023,2335.0,121.0,223.0,5.0,4.0,0.0,171.0,0.0,968.0,0.0,3.0,1.0,0.0,4.0,0.0,322.0,2.0,89.0,8.0,40.0,257.0,104.0,4.0,6.0,0.0,26.0,21060.0,6067.0,42.0,1.0,0.0,465.0,147.0,325.0,96.0,3.0,0.0
Putumayo,2024,3144.0,149.0,236.0,1.0,2.0,0.0,240.0,6.0,1100.0,0.0,0.0,1.0,0.0,3.0,1.0,432.0,1.0,89.0,13.0,59.0,372.0,108.0,3.0,2.0,0.0,42.0,27114.0,5063.0,22.0,3.0,0.0,610.0,328.0,435.0,239.0,5.0,0.0
Putumayo,2025,3138.0,165.0,232.0,1.0,0.0,0.0,217.0,0.0,791.0,0.0,2.0,0.0,0.0,3.0,1.0,421.0,0.0,112.0,26.0,77.0,326.0,122.0,3.0,7.0,0.0,15.0,29991.0,5360.0,5.0,0.0,0.0,541.0,247.0,418.0,179.0,5.0,0.0
Putumayo,2026,563.0,36.0,23.0,0.0,0.0,0.0,28.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,18.0,6.0,7.0,72.0,30.0,0.0,2.0,0.0,4.0,5311.0,1346.0,0.0,0.0,0.0,153.0,74.0,83.0,51.0,1.0,0.0
Quindío,2021,12344.0,1807.0,3165.0,1721.0,223.0,3.0,1129.0,30.0,3050.0,0.0,68.0,172.0,10.0,4.0,33.0,1244.0,23.0,775.0,41.0,490.0,838.0,255.0,4.0,53.0,4.0,501.0,462278.0,17174.0,95.0,9.0,1.0,60591.0,4525.0,2038.0,5145.0,7.0,2.0
Quindío,2022,12510.0,1794.0,2940.0,1501.0,713.0,2.0,1300.0,27.0,3922.0,0.0,72.0,206.0,3.0,6.0,38.0,1271.0,25.0,775.0,40.0,484.0,1048.0,266.0,6.0,70.0,5.0,334.0,468687.0,17634.0,110.0,7.0,0.0,63782.0,4183.0,1970.0,4610.0,16.0,0.0
Quindío,2023,9753.0,1765.0,2373.0,1872.0,105.0,6.0,1108.0,14.0,3430.0,0.0,89.0,179.0,0.0,5.0,27.0,1246.0,34.0,647.0,46.0,413.0,1027.0,268.0,5.0,52.0,4.0,307.0,448454.0,16318.0,165.0,16.0,3.0,57503.0,3769.0,2105.0,4421.0,7.0,1.0
Quindío,2024,10047.0,1667.0,2309.0,1166.0,10.0,0.0,1062.0,19.0,2956.0,5.0,167.0,157.0,1.0,4.0,42.0,1136.0,27.0,629.0,37.0,478.0,938.0,216.0,4.0,44.0,4.0,299.0,482795.0,17061.0,108.0,5.0,1.0,56006.0,3197.0,1820.0,4306.0,7.0,0.0
Quindío,2025,10366.0,1531.0,2486.0,999.0,341.0,18.0,1075.0,15.0,2897.0,2.0,97.0,141.0,3.0,17.0,55.0,1024.0,25.0,632.0,55.0,408.0,888.0,225.0,17.0,52.0,5.0,210.0,497270.0,17577.0,230.0,7.0,0.0,57301.0,3716.0,1811.0,4587.0,3.0,0.0
Quindío,2026,2389.0,334.0,514.0,238.0,8.0,0.0,121.0,5.0,650.0,0.0,7.0,28.0,2.0,0.0,18.0,297.0,7.0,132.0,10.0,103.0,242.0,68.0,0.0,15.0,2.0,43.0,158389.0,5854.0,42.0,0.0,0.0,18102.0,712.0,479.0,1484.0,0.0,0.0
Risaralda,2021,20615.0,3347.0,5629.0,2720.0,165.0,0.0,1805.0,60.0,5382.0,2.0,254.0,291.0,8.0,23.0,83.0,2052.0,44.0,1437.0,23.0,656.0,1186.0,356.0,23.0,195.0,21.0,1627.0,734693.0,31448.0,47.0,12.0,0.0,74557.0,16314.0,4200.0,8345.0,8.0,6.0
Risaralda,2022,19351.0,3233.0,5251.0,2141.0,57.0,20.0,1983.0,73.0,5198.0,0.0,367.0,208.0,20.0,24.0,50.0,2239.0,57.0,1338.0,30.0,677.0,1359.0,437.0,24.0,208.0,22.0,6152.0,651604.0,31297.0,44.0,25.0,0.0,77751.0,16171.0,4689.0,7291.0,11.0,8.0
Risaralda,2023,17145.0,3456.0,4280.0,3114.0,45.0,20.0,1691.0,37.0,6692.0,2.0,351.0,93.0,9.0,6.0,40.0,2028.0,63.0,1092.0,18.0,747.0,1191.0,412.0,6.0,209.0,15.0,1181.0,543037.0,25151.0,33.0,31.0,1.0,74544.0,18367.0,4368.0,6026.0,9.0,23.0
Risaralda,2024,16738.0,3744.0,3953.0,3281.0,55.0,0.0,1742.0,71.0,5598.0,0.0,303.0,46.0,20.0,48.0,47.0,2008.0,77.0,1084.0,43.0,738.0,1208.0,429.0,48.0,235.0,12.0,1170.0,657704.0,27713.0,0.0,34.0,3.0,78705.0,10065.0,3707.0,6197.0,9.0,5.0
Risaralda,2025,17435.0,2933.0,4563.0,2105.0,20.0,0.0,1740.0,78.0,5349.0,0.0,329.0,92.0,21.0,29.0,64.0,1890.0,53.0,1069.0,22.0,717.0,1044.0,404.0,29.0,271.0,11.0,1309.0,993394.0,34740.0,0.0,27.0,1.0,95680.0,6400.0,3224.0,6061.0,18.0,21.0
Risaralda,2026,4028.0,1030.0,1587.0,599.0,85.0,0.0,302.0,20.0,814.0,0.0,8.0,18.0,3.0,2.0,13.0,497.0,13.0,306.0,11.0,182.0,265.0,97.0,2.0,113.0,3.0,369.0,327235.0,9880.0,4.0,1.0,0.0,29856.0,1631.0,846.0,1883.0,2.0,2.0
Santander,2021,38473.0,4078.0,8014.0,3014.0,85.0,40.0,4063.0,194.0,15113.0,5.0,55.0,277.0,29.0,173.0,224.0,3861.0,52.0,2001.0,168.0,1150.0,3061.0,518.0,173.0,161.0,4.0,1700.0,1523742.0,73627.0,13.0,347.0,36.0,200525.0,25192.0,7900.0,14709.0,6.0,159.0
Santander,2022,40258.0,4101.0,8103.0,3189.0,451.0,83.0,4631.0,136.0,18248.0,29.0,62.0,371.0,50.0,175.0,225.0,4464.0,59.0,2185.0,184.0,1330.0,4236.0,545.0,175.0,217.0,3.0,1349.0,1542236.0,70076.0,14.0,353.0,18.0,211715.0,30904.0,9032.0,11083.0,8.0,124.0
Santander,2023,35372.0,3562.0,6331.0,3528.0,806.0,15.0,3986.0,143.0,17094.0,4.0,101.0,431.0,18.0,183.0,175.0,4305.0,71.0,1970.0,184.0,1209.0,4287.0,600.0,183.0,235.0,6.0,954.0,1372145.0,65637.0,14.0,285.0,33.0,194042.0,26321.0,7928.0,9324.0,17.0,118.0
Santander,2024,37985.0,3282.0,6588.0,3727.0,267.0,21.0,3758.0,118.0,14649.0,144.0,92.0,486.0,22.0,175.0,176.0,3774.0,78.0,1926.0,147.0,1249.0,3796.0,490.0,175.0,219.0,6.0,549.0,1353244.0,68443.0,20.0,208.0,22.0,182705.0,14420.0,6480.0,9073.0,26.0,192.0
Santander,2025,40719.0,3344.0,6611.0,2378.0,215.0,32.0,4126.0,126.0,13338.0,3.0,123.0,628.0,38.0,234.0,186.0,3576.0,55.0,1926.0,203.0,1419.0,3560.0,567.0,234.0,260.0,7.0,508.0,1462286.0,69271.0,19.0,189.0,17.0,171137.0,12097.0,5935.0,9723.0,10.0,81.0
Santander,2026,9210.0,921.0,1750.0,391.0,47.0,7.0,663.0,24.0,3305.0,4.0,12.0,164.0,2.0,77.0,71.0,883.0,14.0,513.0,42.0,309.0,787.0,204.0,77.0,68.0,2.0,168.0,418693.0,19621.0,29.0,46.0,4.0,49347.0,3232.0,1525.0,3081.0,8.0,15.0
Sucre,2021,6683.0,633.0,821.0,283.0,123.0,4.0,419.0,7.0,2357.0,2.0,2.0,6.0,13.0,83.0,5.0,924.0,5.0,270.0,9.0,116.0,421.0,184.0,83.0,5.0,0.0,106.0,193340.0,11914.0,0.0,0.0,0.0,12062.0,4916.0,1480.0,2496.0,0.0,0.0
Sucre,2022,6932.0,760.0,748.0,317.0,177.0,10.0,548.0,11.0,1706.0,9.0,9.0,17.0,3.0,3.0,1.0,875.0,9.0,262.0,32.0,227.0,518.0,210.0,3.0,16.0,0.0,35.0,158880.0,9530.0,0.0,1.0,0.0,12648.0,4794.0,1715.0,2076.0,5.0,0.0
Sucre,2023,6458.0,619.0,662.0,252.0,361.0,1.0,613.0,18.0,1541.0,1.0,2.0,16.0,2.0,2.0,0.0,882.0,5.0,184.0,19.0,162.0,614.0,185.0,2.0,4.0,0.0,59.0,171168.0,9876.0,3.0,0.0,1.0,10867.0,3952.0,1317.0,1349.0,1.0,0.0
Sucre,2024,6286.0,695.0,670.0,277.0,341.0,0.0,635.0,14.0,1204.0,2.0,8.0,22.0,0.0,2.0,1.0,754.0,6.0,208.0,32.0,252.0,642.0,171.0,2.0,17.0,1.0,185.0,169847.0,13083.0,9.0,0.0,0.0,10229.0,3485.0,1430.0,2526.0,5.0,2.0
Sucre,2025,6742.0,623.0,694.0,164.0,112.0,3.0,604.0,6.0,1231.0,9.0,3.0,22.0,2.0,14.0,0.0,855.0,6.0,222.0,26.0,242.0,718.0,189.0,14.0,20.0,1.0,11.0,176263.0,16197.0,1.0,0.0,0.0,12904.0,3142.0,1604.0,2425.0,3.0,0.0
Sucre,2026,1247.0,39.0,65.0,21.0,7.0,0.0,68.0,0.0,342.0,0.0,0.0,0.0,1.0,0.0,0.0,196.0,0.0,53.0,5.0,4.0,167.0,50.0,0.0,3.0,3.0,1.0,48732.0,4457.0,0.0,0.0,0.0,4663.0,1016.0,365.0,650.0,0.0,0.0
Tolima,2021,23627.0,721.0,2549.0,2270.0,1272.0,507.0,1889.0,44.0,6308.0,56.0,353.0,370.0,16.0,18.0,99.0,2080.0,23.0,737.0,78.0,585.0,1057.0,346.0,18.0,81.0,6.0,1113.0,879899.0,35068.0,122.0,79.0,0.0,89931.0,6409.0,3213.0,7141.0,3.0,23.0
Tolima,2022,25660.0,807.0,2541.0,2625.0,1916.0,252.0,2208.0,28.0,8900.0,15.0,331.0,357.0,8.0,14.0,71.0,2263.0,24.0,817.0,90.0,713.0,1588.0,383.0,14.0,98.0,6.0,1677.0,881287.0,35348.0,64.0,46.0,0.0,82297.0,7209.0,3847.0,5501.0,12.0,13.0
Tolima,2023,22454.0,884.0,1868.0,3885.0,1257.0,371.0,1984.0,17.0,6929.0,9.0,206.0,352.0,6.0,27.0,44.0,2242.0,28.0,689.0,97.0,566.0,1670.0,388.0,27.0,95.0,6.0,2258.0,709739.0,31350.0,60.0,39.0,4.0,82625.0,5426.0,3417.0,5056.0,16.0,3.0
Tolima,2024,24182.0,795.0,1979.0,3846.0,1362.0,99.0,1920.0,46.0,6151.0,7.0,266.0,402.0,7.0,235.0,89.0,2141.0,37.0,723.0,97.0,757.0,1546.0,343.0,235.0,77.0,7.0,4293.0,693426.0,33968.0,34.0,38.0,10.0,75615.0,4717.0,3191.0,5227.0,12.0,13.0
Tolima,2025,29362.0,884.0,2067.0,3994.0,1086.0,109.0,2279.0,36.0,7998.0,10.0,426.0,476.0,13.0,187.0,141.0,2087.0,34.0,843.0,136.0,659.0,1443.0,344.0,187.0,114.0,5.0,1158.0,858639.0,39966.0,42.0,62.0,1.0,76330.0,4925.0,2885.0,5384.0,16.0,55.0
Tolima,2026,4975.0,484.0,760.0,366.0,123.0,51.0,198.0,6.0,1097.0,2.0,1.0,95.0,4.0,0.0,23.0,459.0,9.0,171.0,25.0,169.0,391.0,117.0,0.0,21.0,1.0,140.0,237294.0,11092.0,11.0,4.0,0.0,22549.0,1041.0,748.0,1619.0,15.0,1.0
